07-09-2017 00:00:28,23.81,23.38
07-09-2017 00:00:58,23.88,23.38
07-09-2017 00:01:28,23.81,23.38
07-09-2017 00:01:58,23.88,23.38
07-09-2017 00:02:28,23.81,23.38
07-09-2017 00:02:58,23.88,23.38
07-09-2017 00:03:28,23.81,23.44
07-09-2017 00:03:58,23.88,23.38
07-09-2017 00:04:28,23.88,23.38
07-09-2017 00:04:58,23.81,23.38
07-09-2017 00:05:28,23.81,23.44
07-09-2017 00:05:58,23.88,23.38
07-09-2017 00:06:28,23.88,23.38
07-09-2017 00:06:58,23.81,23.38
07-09-2017 00:07:29,23.81,23.44
07-09-2017 00:07:59,23.81,23.38
07-09-2017 00:08:29,23.88,23.44
07-09-2017 00:08:59,23.88,23.38
07-09-2017 00:09:29,23.88,23.38
07-09-2017 00:09:59,23.81,23.38
07-09-2017 00:10:29,23.81,23.38
07-09-2017 00:10:59,23.81,23.38
07-09-2017 00:11:29,23.81,23.38
07-09-2017 00:11:59,23.81,23.44
07-09-2017 00:12:29,23.88,23.44
07-09-2017 00:12:59,23.81,23.38
07-09-2017 00:13:29,23.81,23.38
07-09-2017 00:13:59,23.81,23.38
07-09-2017 00:14:29,23.81,23.31
07-09-2017 00:14:59,23.81,23.38
07-09-2017 00:15:30,23.81,23.38
07-09-2017 00:16:00,23.81,23.44
07-09-2017 00:16:30,23.81,23.38
07-09-2017 00:17:00,23.88,23.38
07-09-2017 00:17:30,23.81,23.38
07-09-2017 00:18:00,23.81,23.38
07-09-2017 00:18:30,23.81,23.38
07-09-2017 00:19:00,23.88,23.38
07-09-2017 00:19:30,23.88,23.38
07-09-2017 00:20:00,23.88,23.38
07-09-2017 00:20:30,23.88,23.38
07-09-2017 00:21:00,23.81,23.38
07-09-2017 00:21:30,23.81,23.38
07-09-2017 00:22:00,23.88,23.38
07-09-2017 00:22:31,23.88,23.31
07-09-2017 00:23:01,23.81,23.31
07-09-2017 00:23:31,23.88,23.31
07-09-2017 00:24:01,23.81,23.38
07-09-2017 00:24:31,23.88,23.38
07-09-2017 00:25:01,23.81,23.38
07-09-2017 00:25:31,23.81,23.38
07-09-2017 00:26:01,23.81,23.38
07-09-2017 00:26:31,23.88,23.38
07-09-2017 00:27:01,23.81,23.38
07-09-2017 00:27:31,23.81,23.38
07-09-2017 00:28:01,23.81,23.38
07-09-2017 00:28:31,23.81,23.31
07-09-2017 00:29:01,23.88,23.38
07-09-2017 00:29:31,23.81,23.38
07-09-2017 00:30:01,23.81,23.38
07-09-2017 00:30:32,23.81,23.38
07-09-2017 00:31:02,23.81,23.38
07-09-2017 00:31:32,23.81,23.38
07-09-2017 00:32:02,23.88,23.31
07-09-2017 00:32:32,23.81,23.38
07-09-2017 00:33:02,23.81,23.38
07-09-2017 00:33:32,23.88,23.38
07-09-2017 00:34:02,23.81,23.38
07-09-2017 00:34:32,23.81,23.38
07-09-2017 00:35:02,23.81,23.31
07-09-2017 00:35:32,23.81,23.38
07-09-2017 00:36:02,23.81,23.38
07-09-2017 00:36:32,23.81,23.38
07-09-2017 00:37:02,23.81,23.31
07-09-2017 00:37:32,23.81,23.38
07-09-2017 00:38:03,23.88,23.38
07-09-2017 00:38:33,23.75,23.38
07-09-2017 00:39:03,23.81,23.38
07-09-2017 00:39:33,23.81,23.38
07-09-2017 00:40:03,23.81,23.38
07-09-2017 00:40:33,23.81,23.38
07-09-2017 00:41:03,23.81,23.38
07-09-2017 00:41:33,23.81,23.38
07-09-2017 00:42:03,23.81,23.38
07-09-2017 00:42:33,23.81,23.38
07-09-2017 00:43:03,23.81,23.38
07-09-2017 00:43:33,23.81,23.44
07-09-2017 00:44:03,23.81,23.38
07-09-2017 00:44:33,23.75,23.38
07-09-2017 00:45:03,23.81,23.31
07-09-2017 00:45:34,23.81,23.38
07-09-2017 00:46:04,23.81,23.38
07-09-2017 00:46:34,23.81,23.31
07-09-2017 00:47:04,23.75,23.38
07-09-2017 00:47:34,23.81,23.38
07-09-2017 00:48:04,23.75,23.38
07-09-2017 00:48:34,23.81,23.38
07-09-2017 00:49:04,23.81,23.38
07-09-2017 00:49:34,23.81,23.31
07-09-2017 00:50:04,23.81,23.38
07-09-2017 00:50:34,23.81,23.31
07-09-2017 00:51:04,23.81,23.38
07-09-2017 00:51:34,23.81,23.38
07-09-2017 00:52:04,23.81,23.38
07-09-2017 00:52:34,23.81,23.38
07-09-2017 00:53:04,23.81,23.38
07-09-2017 00:53:35,23.75,23.38
07-09-2017 00:54:05,23.81,23.38
07-09-2017 00:54:35,23.75,23.31
07-09-2017 00:55:05,23.81,23.31
07-09-2017 00:55:35,23.81,23.31
07-09-2017 00:56:05,23.75,23.38
07-09-2017 00:56:35,23.75,23.38
07-09-2017 00:57:05,23.75,23.38
07-09-2017 00:57:35,23.81,23.38
07-09-2017 00:58:05,23.75,23.38
07-09-2017 00:58:35,23.81,23.31
07-09-2017 00:59:05,23.81,23.31
07-09-2017 00:59:35,23.75,23.25
07-09-2017 01:00:05,23.81,23.31
07-09-2017 01:00:35,23.75,23.31
